"pchids" "biosyn_class" "organism_name" "mibig_accession" "ncbi_tax_id" "compounds.chem_struct" "compounds.compound" "compounds.molecular_formula"
"10762085" "Polyketide" "Sorangium cellulosum" "BGC0000080" 56 "CC[C@H]1O[C@H](CC=C1C)C(\C)=C\[C@H](C)\C=C\[C@H]1CC(OC)=C(CO)C(=O)O1" "jerangolid A" "C22H32O5"
NA "Polyketide" "Sorangium cellulosum" "BGC0000080" 56 "CC[C@@H]1C(=CC[C@@H](O1)/C(=C/[C@H](C)/C=C/[C@H]2CC(=C(C(=O)O2)C)OC)/C)C" "jerangolid D" "C22H32O4"
"6477354" "Polyketide" "Streptoalloteichus sp. ATCC 53650" "BGC0000081" 756733 "CC1C(C(CC(O1)OC\2COC(=O)C(CC3=NC(=C(C=C3)OC4C=C5C#C/C2=C\C#CC6C5(C4OC7CC(C(C(O7)C)O)(C)O)O6)Cl)NC(=O)C8=C(C=C9C=C(C(=C(C9=C8)OC)OC)OC(C)C)O)O)N(C)C" "kedarcidin" "C53H60ClN3O16"
"24839883" "Polyketide" "Actinomadura kijaniata" "BGC0000082" 46161 "C[C@H]1C[C@@H]([C@@H]([C@@H]2[C@@H]1[C@]3([C@@H](C=C2)/C(=C\C[C@@H](/C(=C/[C@@H]4C=C([C@@H](C[C@@]45C(=O)C(=C(O5)O)C3=O)C)CO)/C)O[C@H]6C[C@]([C@H]([C@H](O6)C)NC(=O)OC)(C)[N+](=O)[O-])/C)C)O[C@H]7C[C@H]([C@H]([C@@H](O7)C)O)O[C@H]8C[C@H]([C@H]([C@@H](O8)C)O[C@@H]9C[C@H]([C@H]([C@@H](O9)C)OC)O)O[C@H]1C[C@H]([C@H]([C@@H](O1)C)O)O)C" "kijanimicin" "C67H100N2O24"
"11669726" "Polyketide" "Streptomyces amphibiosporus" "BGC0000083" 221586 "C[C@@H](\C=C(/C)C1OC(=O)\C=C\CC\C=C\C=C/[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1" "lactimidomycin" "C26H35NO6"
NA "Polyketide" "Streptomyces amphibiosporus" "BGC0000083" 221586 "C[C@@H](\C=C(/C)[C@@H]1OC(=O)\C=C\CC\C=C\CC[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1" "8,9-dihydrolactimidomycin" "C26H37NO6"
NA "Polyketide" "Streptomyces amphibiosporus" "BGC0000083" 221586 "C[C@@H](\C=C(/C)[C@@H]1OC(=O)\C=C\CC\C=C\[C@@H](O)C[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1" "8-hydroxy-8,9-dihydrolactidomycin" "C26H37NO7"
NA "Polyketide" "Streptomyces amphibiosporus" "BGC0000083" 221586 "C[C@@H](\C=C(/C)[C@@H]1OC(=O)\C=C\CC\C=C\C[C@@H](O)[C@@H]1C)C(=O)C[C@H](O)CC1CC(=O)NC(=O)C1" "17-hydroxy-8-desmethoxy-isomigrastatin" "C26H37NO7"
"91790" "Polyketide" "Streptomyces sp. CS684" "BGC0000084" 272618 "CCC(=O)OC(C(C)C1OC2(CCC(C)(O2)C2CCC(C)(O2)C2OC(CC2C)C2OC(O)(CO)C(C)CC2C)CC(O)C1C)C(C)C(O)=O" "laidlomycin" "C37H62O12"
"122781" "Polyketide" "Streptomyces rochei" "BGC0000085" 1928 "[H][C@@]1(OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](OC(C)=O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](OC)[C@H]2O)[C@@H](C)C[C@](C)(O)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@H]1C)[C@@H](C)[C@H](C)O" "lankamycin" "C42H72O16"
"2724110" "Polyketide" "Streptomyces lasaliensis" "BGC0000086" 324833 "CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)[O-])O.[Na+]" "lasalocid" "C34H53NaO8"
"2724110" "Polyketide" "Streptomyces lasaliensis" "BGC0000087" 324833 "CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)[O-])O.[Na+]" "lasalocid" "C34H53NaO8"
NA "Polyketide" "Actinosynnema pretiosum subsp. pretiosum" "BGC0000090" 103721 "CO[C@H]1C[C@H](C)[C@@H](OC)C2=CC(=O)C=C(NC(=O)\C(C)=C\C=C/[C@@H](C)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1OC)C2=O" "macbecin" "C30H42N2O8"
"6438438" "Polyketide" "Actinosynnema pretiosum subsp. pretiosum" "BGC0000090" 103721 "COC1CC(C)C(OC)C2=C(O)C(NC(=O)\C(C)=C/C=C\C(C)C(OC(N)=O)\C(C)=C/C(C)C1OC)=CC(O)=C2" "macbecin II" "C30H44N2O8"
"31864" "Polyketide" "Micromonospora megalomicea subsp. nigra" "BGC0000092" 136926 "CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)O)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O" "megalomicin A" "C44H80N2O15"
"443561" "Polyketide" "Micromonospora megalomicea subsp. nigra" "BGC0000092" 136926 "CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)C)(C)O)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O" "megalomicin B" "C46H82N2O16"
"443562" "Polyketide" "Micromonospora megalomicea subsp. nigra" "BGC0000092" 136926 "CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)C)(C)OC(=O)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O" "megalomicin C1" "C48H84N2O17"
"443563" "Polyketide" "Micromonospora megalomicea subsp. nigra" "BGC0000092" 136926 "CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)OC(=O)CC)(C)OC(=O)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O[C@H]4C[C@H]([C@H]([C@@H](O4)C)O)N(C)C)C)C)O)(C)O" "megalomicin C2" "C49H86N2O17"
"101260926" "Polyketide" "Streptomyces nanchangensis" "BGC0000093" 204925 "C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(\C[C@H](/C=C\CC4COC5[C@@H]4[C@@H](C=C([C@H]5O)COC(=O)C=C(C)C)C(=O)O3)C)/C)OC1C" "meilingmycin" "C36H52O8"
"6436158" "Polyketide" "Streptomyces mycarofaciens" "BGC0000096" 1949 "CCC(=O)O[C@@H]1[C@H](O[C@H](C[C@@]1(C)O)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2N(C)C)O)OC3C(CC(C(/C=C\C=C\CC(OC(=O)CC(C3OC)OC(=O)CC)C)O)C)CC=O)C)C" "midecamycin" "C41H67NO15"
"102169033" "Polyketide" "Streptomyces sp. MP39-85" "BGC0000097" 639006 "CCC/C=C/C=C/CC1C/C=C/C=C(/C=C/C=C/C(C(/C=C(/C=C/C=C/C(=O)N1)\C)O)O)\C" "ML-449" "C29H39NO3"
"129467" "Polyketide" "Monascus pilosus" "BGC0000098" 89488 "[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@H](C)CC" "monacolin K" "C24H36O5"
"12118084" "Polyketide" "Talaromyces marneffei" "BGC0000099" 37727 "CCCCCCCC(=O)C1=C2C=C3C=C(OC=C3C(=O)[C@@]2(OC1=O)C)/C=C/C" "monascorubrin" "C23H26O5"
"4243" "Polyketide" "Streptomyces cinnamonensis" "BGC0000100" 1900 "CCC1(CCC(O1)C1(C)CCC2(CC(O)C(C)C(O2)C(C)C(OC)C(C)C(O)=O)O1)C1OC(CC1C)C1OC(O)(CO)C(C)CC1C" "monensin" "C36H62O11"
"3220" "Polyketide" "Aspergillus nidulans FGSC A4" "BGC0000101" 227321 "CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O" "emodin" "C15H10O5"
"16114922" "Polyketide" "Aspergillus nidulans FGSC A4" "BGC0000101" 227321 "CC1=CC(C(O)=O)=C(C(=O)C2=C(O)C=CC=C2O)C(O)=C1" "monodictyphenone" "C15H12O6"
"15596091" "Polyketide" "Aspergillus nidulans FGSC A4" "BGC0000101" 227321 "CC(C)=CCC1=CC=C(O)C2=C1OC1=C(C2=O)C2=C(OC[C@H]([C@@H]2O)C(C)=C)C(C)=C1" "shamixanthone" "C25H26O5"
"49787022" "Polyketide" "Micromonospora griseorubida" "BGC0000102" 28040 "CC[C@@H]1[C@]([C@@H]2[C@H](O2)/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](/C=C/C(=O)O1)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)C)C)(CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC)O" "mycinamicin II" "C37H61NO13"
"446541" "PolyketideTerpene" "Penicillium brevicompactum" "BGC0000104" 5074 "COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C" "mycophenolic acid" "C17H20O6"
"11953995" "Polyketide" "Streptomyces nanchangensis" "BGC0000105" 204925 "C[C@H]1C[C@H]([C@@](O[C@@H]1[C@H]2C[C@@H]([C@@]3(O2)[C@@H]([C@H](C[C@@H](O3)[C@@]4(CC[C@@]5(O4)C[C@@H]([C@H]([C@H](O5)[C@@H](C)/C=C(\C)/C(=O)[C@H](C)C[C@H](C)C(=O)O)C)O)C)O[C@@H]6CC[C@@H]([C@@H](O6)C)OC)C)C)(CO)O)C" "nanchangmycin" "C47H78O14"
"2723719" "Polyketide" "Streptomyces chattanoogensis" "BGC0000108" 66876 "C[C@@H]1CC=CC=CC=CC=C[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)C=CC(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O" "natamycin" "C33H47NO13"
"447545" "Polyketide" "Streptomyces carzinostaticus subsp. neocarzinostaticus" "BGC0000112" 167636 "C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]\2[C@@H](C=C3/C2=C\C#C[C@@H]4[C@@](O4)(C#C3)[C@H]5COC(=O)O5)OC(=O)C6=C(C=CC7=C(C=C(C=C76)OC)C)O)NC)O)O" "neocarzinostatin" "C35H33NO12"
"6440864" "Polyketide" "Streptomyces caelestis" "BGC0000113" 36816 "CC1C/C=C/C=C\C(=O)C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C" "niddamycin" "C40H65NO14"
"34230" "Polyketide" "Streptomyces violaceusniger" "BGC0000114" 68280 "[H][C@](C)(C(O)=O)[C@]1([H])O[C@@H](C[C@@H]2C[C@@H](OC)[C@@H](C)[C@@]3(O[C@@](C)(C[C@H]3C)[C@@]3([H])CC[C@](C)(O3)[C@]3([H])O[C@]([H])(C[C@@H]3C)[C@@]3([H])O[C@@](O)(CO)[C@H](C)C[C@@H]3C)O2)CC[C@@H]1C" "nigericin" "C40H68O11"
"11286230" "PolyketideSaccharide" "Streptomyces noursei ATCC 11455" "BGC0000115" 316284 "C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H]([C@@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O" "nystatin A1" "C47H75NO17"
"5281899" "Polyketide" "Streptomyces avermitilis" "BGC0000117" 33903 "CC[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)C[C@H](C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@]([C@@H]([C@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C" "oligomycin" "C45H74O11"
"5289124" "Polyketide" "Streptomyces pactum" "BGC0000118" 68249 "CC1=C(C(=CC=C1)O)C(=O)OC[C@]2([C@H]([C@@H]([C@]([C@@]2(C)O)([C@H](C)O)NC(=O)N(C)C)N)NC3=CC=CC(=C3)C(=O)C)O" "pactamycin" "C28H38N4O8"
"3064514" "PolyketideSaccharide" "Streptomyces pactum" "BGC0000119" 68249 "CC[C@]1(NC(=O)N(C)C)[C@@H](N)[C@H](NC2=CC(=CC=C2)C(C)=O)[C@](O)(COC(=O)C2=C(O)C=CC=C2C)[C@]1(C)O" "7-deoxypactamycin" "C28H38N4O7"
"11497184" "Polyketide" "Streptomyces sp. HK803" "BGC0000123" 244967 "CC[C@H]1C=CC(=O)O[C@@H]1\C=C\C(O)(CCN)[C@@H](C[C@@H](O)\C=C/C=C\C1CCCCC1)OP(O)(O)=O" "phoslactomycin B" "C25H40NO8P"
"6437838" "Polyketide" "Streptomyces piomogenus" "BGC0000124" 285508 "COC1=C(OC)C(O)=C(C)C(C\C=C(/C)C\C=C\C(\C)=C\[C@@H](C)[C@@H](O)C(\C)=C\C)=N1" "piericidin A1" "C25H37NO4"
"5284447" "Polyketide" "Streptomyces natalensis" "BGC0000125" 68242 "C[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)/C=C/C(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O" "pimaricin" "C33H47NO13"
"33137" "Polyketide" "Pseudomonas protegens Pf-5" "BGC0000127" 220664 "OC1=CC=CC(O)=C1C(=O)C1=CC(Cl)=C(Cl)N1" "pyoluteorin" "C11H7Cl2NO3"
"33137" "Polyketide" "Pseudomonas sp. M18" "BGC0000128" 228095 "C1=CC(=C(C(=C1)O)C(=O)C2=CC(=C(N2)Cl)Cl)O" "pyoluteorin" "C11H7Cl2NO3"
NA "Polyketide" "Streptomyces vitaminophilus" "BGC0000130" 76728 "C1=C(C(=C(N1)Cl)Cl)[N+](=O)[O-]" "pyrrolomycin A" "C4H2Cl2N2O2"
"133274" "Polyketide" "Streptomyces vitaminophilus" "BGC0000130" 76728 "C1=C(C=C(C(=C1Cl)O)CC2=C(C(=C(N2)Cl)Cl)[N+](=O)[O-])Cl" "pyrrolomycin B" "C11H6Cl4N2O3"
NA "Polyketide" "Streptomyces vitaminophilus" "BGC0000130" 76728 "OC1=C(C=C(Cl)C=C1Cl)C(=O)C1=CC(Cl)=C(Cl)N1" "pyrrolomycin C" "C11H5Cl4NO2"
"133780" "Polyketide" "Streptomyces vitaminophilus" "BGC0000130" 76728 "C1=C(C=C(C(=C1Cl)O)C(=O)C2=C(C(=C(N2)Cl)Cl)Cl)Cl" "pyrrolomycin D" "C11H4Cl5NO2"
"133275" "Polyketide" "Streptomyces sp. UC 11065" "BGC0000131" 428401 "C1=C(C(=C(N1)Cl)Cl)[N+](=O)[O-]" "pyrrolomycin" "C4H2Cl2N2O2"
"133275" "Polyketide" "Streptomyces sp. UC 11065" "BGC0000132" 428401 "C1=C(C(=C(N1)Cl)Cl)[N+](=O)[O-]" "pyrrolomycin" "C4H2Cl2N2O2"
"6323491" "Polyketide" "Pochonia chlamydosporia" "BGC0000134" 280754 "CC1CC2OC2C=CC=CC(=O)CC2=C(C(O)=CC(O)=C2Cl)C(=O)O1" "radicicol" "C18H17ClO6"
"6324616" "Polyketide" "Amycolatopsis mediterranei S699" "BGC0000136" 713604 "C[C@H]1/C=C/C=C(\C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C" "rifamycin" "C37H47NO12"
"6324616" "Polyketide" "Salinispora arenicola CNS-205" "BGC0000137" 391037 "C[C@H]1/C=C/C=C(\C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C" "rifamycin" "C37H47NO12"
"6440843" "Polyketide" "Streptomyces diastaticus" "BGC0000138" 1956 "CCC[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](CCCC(=O)C[C@H]([C@@H](C(=O)O1)CC)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O" "rimocidin" "C39H61NO14"
"5459344" "Polyketide" "Streptomyces achromogenes subsp. rubradiris" "BGC0000141" 285531 "CC1/C=C(/C(=O)C2=C3C(=CC(=C2O)C)C(=O)C4=C(C3=O)OC(CN4)(C(=O)C(C1OC(=O)C5=C(C(=CC(=N5)C(=O)NC6=C(OC7=C(C6=O)C=CC(=C7)OC)O)OC8CC(C(C(O8)C)OC)(C)[N+](=O)[O-])O)O)C)\C" "rubradirin" "C48H46N4O20"
"72370" "Polyketide" "Streptomyces albus" "BGC0000143" 1888 "CCC(C1CCC(C)C(O1)C(C)C(O)C(C)C(=O)C(CC)C1OC2(OC3(CCC(C)(O3)C3CCC(O)(CC)C(C)O3)C(O)C=C2)C(C)CC1C)C(O)=O" "salinomycin" "C42H70O11"
"72370" "Polyketide" "Streptomyces albus" "BGC0000144" 1888 "CC[C@H]([C@@H]1[C@H](C[C@H]([C@@]2(O1)C=C[C@H]([C@]3(O2)CC[C@@](O3)(C)[C@H]4CC[C@@]([C@@H](O4)C)(CC)O)O)C)C)C(=O)[C@@H](C)[C@H]([C@H](C)[C@H]5[C@H](CCC(O5)[C@@H](CC)C(=O)O)C)O" "salinomycin" "C42H70O11"
"11695330" "Polyketide" "Salinispora tropica" "BGC0000145" 168695 "[H][C@](O)([C@@]1([H])CCCC=C1)[C@@]12NC(=O)[C@H](CCCl)[C@]1(C)OC2=O" "salinosporamide A" "C15H20ClNO4"
"5281897" "Polyketide" "Sorangium cellulosum" "BGC0000147" 56 "C[C@H]1/C=C/[C@H]([C@H](CCCC[C@H](OC(=O)[C@H]([C@@]2([C@@H]([C@H]([C@@H]([C@H]1O2)C)O)OC)O)C)C3=CC=CC=C3)OC)OC" "soraphen A" "C29H44O8"
"5280389" "Polyketide" "Aspergillus nidulans" "BGC0000152" 162425 "COC1=C2C(=C3[C@@H]4C=CO[C@@H]4OC3=C1)OC5=C(C2=O)C(=CC=C5)O" "sterigmatocystin" "C18H12O6"
"20501" "Polyketide" "Talaromyces stipitatus ATCC 10500" "BGC0000154" 441959 "C1=C(C=C(C(=CC1=O)O)O)C(=O)O" "stipitatic acid" "C8H6O5"
"9887988" "Polyketide" "Aspergillus niger" "BGC0000156" 5061 "CC(=O)C1=C(C2(C(=O)C3=C(CC2(CC1=O)O)C=C4C=C(C=C(C4=C3O)O)OC)O)O" "TAN-1612" "C21H18O9"
NA "Polyketide" "Aspergillus niger" "BGC0000156" 5061 "O=C1C2=C(O)C3=C(O)C=C(OC)C=C3C=C2CC(CC(CC(C)=O)=O)(O)C1O" "1-(2,3,5,10-tetrahydroxy-7-methoxy-4-oxo-1,2,3,4-tetrahydroanthracen-2-yl)pentane-2,4-dione" "C20H20O8"
NA "Polyketide" "Aspergillus niger" "BGC0000156" 5061 "O=C1C2=C(O)C3=C(O)C=C(O)C=C3C=C2CC4(O)C1(O)C(C(C(C)=O)=C(O)C4)=O" "desmethyl TAN-1612" "C20H16O9"
"6439037" "Polyketide" "Streptomyces sp. CK4412" "BGC0000157" 404220 "CC\C(C=C)=C/C(=O)CC(C)CC(C)CCC(O)C(C)C(=O)CC(O)C(C)C(C)OC(=O)C[C@@H](O)C1=C(C)C(=O)OC1=O" "tautomycetin" "C33H50O10"
"16759609" "Polyketide" "Streptomyces griseochromogenes" "BGC0000158" 68214 "CC/C(=C\C(=O)C[C@H](C)C[C@@H](C)CC[C@@H]([C@H](C)C(=O)C[C@H]([C@H](C)[C@@H](C)OC(=O)C[C@H](C1=C(C(=O)OC1=O)C)O)O)O)/C=C" "tautomycetin" "C33H50O10"
"3034761" "Polyketide" "Streptomyces spiroverticillatus" "BGC0000159" 67366 "C[C@@H]1CC[C@@]2(CC[C@@H]([C@@H](O2)[C@H](C)CC[C@@H]([C@H](C)C(=O)C[C@H]([C@@H]([C@@H](C(C)C)OC(=O)C[C@H](C3=C(C(=O)OC3=O)C)O)OC)O)O)C)O[C@H]1CC[C@H](C)C(=O)C" "tautomycin" "C41H66O13"
"91437" "Polyketide" "Aspergillus terreus NIH2624" "BGC0000160" 341663 "[H][C@]12O[C@@]1([H])C(=O)C(O)=C(C)C2=O" "terreic acid" "C7H6O4"
"6441953" "Polyketide" "Micromonospora chalcea" "BGC0000162" 1874 "C[C@H]1C[C@@H]([C@@H]([C@@H]2[C@@H]1[C@]3([C@@H](C=C2)/C(=C\C[C@@H](/C(=C/[C@@H]4[C@H](C=C(CC45C(=O)C(=C(O5)O)C3=O)C=O)O)/C)O[C@H]6C[C@]([C@H]([C@H](O6)C)NC(=O)OC)(C)[N+](=O)[O-])/C)C)O)C" "tetrocarcin A" "C41H54N2O13"
"54688688" "Polyketide" "Streptomyces longisporoflavus" "BGC0000163" 28044 "C[C@@H]1CCC[C@@H]([C@H]1[C@H](C)/C(=C\2/C(=O)COC2=O)/O)/C=C(\CO)/[C@H]3[C@@H](CC[C@H](O3)/C=C/[C@H](C)[C@H]4[C@H](C[C@@H](O4)[C@H](C)OC)C)C" "tetronasin" "C35H54O8"
"44472823" "Polyketide" "Streptomyces sp. NRRL 11266" "BGC0000164" 299254 "C[C@H]1CCC[C@H]([C@@H]1[C@@H](C)C(=O)C2=C(C(=C)OC2=O)[O-])/C=C(\CO)/[C@@H]3[C@H](CC[C@@H](O3)/C=C/C[C@@H]4CC[C@H](O4)[C@@H](C)OC)C.[Na+]" "tetronomycin" "C34H49NaO8"
"70678896" "Polyketide" "Dactylosporangium aurantiacum subsp. hamdenensis" "BGC0000165" 703577 "[H][C@]1(C\C=C(/C)\C=C(C)\[C@]([H])(O[C@@H]2OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]2O)[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(O)C(Cl)=C(O)C(Cl)=C3CC)[C@H](O)[C@@H]2OC)\C(=O)O1)[C@@H](C)O" "tiacumicin B" "C52H74Cl2O18"
"12782930" "Polyketide" "Streptomyces fradiae" "BGC0000166" 1906 "CC[C@@H]1C[C@H](C(=O)/C=C/C(=C/[C@H]([C@H](OC(=O)C[C@H]([C@H]([C@H]1O)C)O)CC)C)/C)C" "tylactone" "C23H38O5"
"6438888" "Polyketide" "Streptomyces halstedii" "BGC0000167" 1944 "CN[C@H]1[C@@H](O)C[C@H](OC2C\C=C(C)\C\C(C)=C\C=C\CCC(C)CNC(=O)\C=C\C=C\C2C)O[C@@H]1C" "vicenistatin" "C30H48N2O4"
"54679209" "Polyketide" "Penicillium aethiopicum" "BGC0000168" 36650 "COC1=C2C3=C(C(O)=C1)C(O)=C1C(=O)[C@]4(O)C(=O)C(C(N)=O)=C(O)C[C@]4(O)[C@@H](O)C1=C3C[C@]21C(C)=CCCC1(C)C" "viridicatumtoxin" "C30H31NO10"
NA "Polyketide" "Penicillium aethiopicum" "BGC0000168" 36650 "OC1=C(C(O)=C(C([C@@](C(C(C(N)=O)=C(O)C2)=O)(O)[C@@]2(O)[C@H]3O)=O)C3=C4C/C=C(C)/CC/C=C(C)/C)C4=CC(OC)=C1" "previridicatumtoxin" "C30H33NO10"
NA "Polyketide" "Penicillium aethiopicum" "BGC0000168" 36650 "OC1=C(C(O)=C(C([C@@](C(C(C(N)=O)=C(O)C2)=O)(O)[C@@]2(O)[C@H]3O)=O)C3=C4)C4=CC(OC)=C1" "5-hydroxyanthrotainin" "C20H17NO10"
NA "Polyketide" "Penicillium aethiopicum" "BGC0000168" 36650 "OC1=C(C(O)=C(C([C@@](C(C(C(N)=O)=C(O)C2)=O)(O)[C@@]2(O)C3)=O)C3=C4)C4=CC(O)=C1" "8-O-desmethylanthrotainin" "C19H15NO9"
"10436112" "Polyketide" "Aspergillus niger ATCC 1015" "BGC0000170" 380704 "CC(C)=CCC\C(C)=C\CC\C(C)=C\CC12O[C@@H]1C(=O)C(COC(=O)CC(C)(O)CC(O)=O)=CC2=O" "yanuthone D" "C28H38O8"
"25235992" "Polyketide" "Candidatus Endobugula sertula" "BGC0000174" 62101 "CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)/C[C@H]2C[C@@H](OC(=O)C[C@@H](C[C@@H]3CC(C([C@@](O3)(C[C@@H]4C/C(=C/C(=O)OC)/C[C@@H](O4)/C=C/C([C@@]1(O2)O)(C)C)O)(C)C)OC(=O)C)O)[C@@H](C)O" "bryostatin" "C47H68O17"
"6197" "Polyketide" "Streptomyces sp. YIM 56141" "BGC0000175" 1211968 "[H][C@@](O)(CC1CC(=O)NC(=O)C1)[C@@]1([H])C[C@@H](C)C[C@H](C)C1=O" "cycloheximide" "C15H23NO4"
"6438594" "PolyketideNRP" "Bacillus velezensis FZB42" "BGC0000176" 326423 "CC1CC=CC=CC=CCCCC(OP(O)(O)=O)C(C)=CC=CCC(CCC(C)=CC=C)OC(=O)CC1=C" "difficidin" "C31H45O6P"
"15940571" "Polyketide" "Streptomyces platensis subsp. rosaceus" "BGC0000177" 684832 "CO[C@H]1\C=C\CC\C=C\C(=O)OC([C@@H](C)[C@@H]1O)C(\C)=C\[C@H](C)C(=O)CCCC1CC(=O)NC(=O)C1" "iso-migrastatin" "C27H39NO7"
"11016431" "Polyketide" "Streptomyces platensis subsp. rosaceus" "BGC0000177" 684832 "COC1\C=C\CC\C=C\C(=O)OC(C(C)C(=O)CCCC2CC(=O)NC(=O)C2)\C(C)=C/C(C)C1O" "migrastatin" "C27H39NO7"
"44543743" "Polyketide" "Streptomyces platensis subsp. rosaceus" "BGC0000177" 684832 "COC(\C=C\CC\C=C\C(O)=O)C(O)C(C)\C=C(/C)C(O)C(C)C(=O)CCCC1CC(=O)NC(=O)C1" "dorrigocin A" "C27H41NO8"
